tags,pub_date,long_com,short_com,cv,staff,intro,media_id
[],2003年4月7日,长评,短评 ( 32 ),"薯饼：加藤奈奈绘,肉饼：笹本优子,汉堡：小山力也、石川静（少年）,辣酱：松本保典,奶油烩饭：保志总一朗","导演:高橋ナオヒト、須藤典彦,人物设定:池田裕治,原作:樫本学ヴ,演出:樫山聡之,分镜:辻初樹、樫山聡之,美术监督:東潤一,音乐:渡部チェル",各贮金战士用称为贮金箱的容器(亦有一些活的贮金箱)积蓄金币，用金币贮满贮金箱令贮金王出现使自己能实现一个愿望。主人公薯饼为了令被黑斗篷的男人杀死了的父亲汉堡复活，成为贮金战士，与朋友们一起积蓄禁币的冒险故事。,131552
"['科幻', '穿越', '冒险']",1989年10月19日,长评,短评 ( 8 ),"脚本:浦沢義雄、高屋敷英夫、大橋志吉、岸間信明、武上純希,导演:湯山邦彦,分镜:ねぎしひろし、加戸誉夫、藤本義孝",0,故事是叙述有一个博士发明了一个时空茶壶，这茶壶会说话也会带人回到过去和未来，但茶壶有点不灵光，它把人送到了过去，却无法将人带回原来正确的时间，沙克强和小美因此就被留在过去的时光，沙克强和小美回到了过去的巴格达城，他们遇见了坦登王子和莎拉公主还有魔法师，这魔法师有一个神灯，只要磨擦神灯就会出现神灯巨人，神灯巨人脑筋有点问题，一出场便是哈哈大笑，故事结局是博士又发明了另一个时空茶壶，才将沙克强和小美带回原来时空。,130932
['奇幻'],1994年10月5日,长评 ( 3 ),短评 ( 35 ),"藤宫红叶：林原惠美,泽口小梅：三石琴乃,竹内凉子：折笠爱,草剃 护：井上和彦,国木田枫：弥生みつき,八重樫良树：上田佑司,山咲 樱：玉川纱己子,杉下俊一：难波圭一,ムラクモ（残云）：中田让治","导演:神谷純,人物设定:後藤隆幸、黄瀬和哉,原作:高田裕三,演出:加戸誉夫、貞光紳也,分镜:加戸誉夫、貞光紳也,音乐:川井憲次",在人类的历史和传说中记载着许多妖魔鬼怪的故事，很少有人知道他们是真正存在的，而它们的本来面目竟然是一种植物生命体。日本传说中的荒神也是这种植物生命体。而传说中被高天原流放的天照大神之弟须佐之男竟然是它们的首领。而传说中他从八歧大蛇口中所救的女孩奇稻田姬则是代代转生，专为封锁荒神而存在的巫女，一旦巫女不能够自然死亡，那么日本所有的荒神就都将在第一时间死亡，但巫女活着又 会制约它们的力量。所以历代的奇稻田姬都会在当时政府的严密监护下生活，而荒神们几百年一成不变的矛盾就是想杀死又不得不保护。到了藤宫红叶这...,129332
['少儿'],2011年4月2日,长评,短评 ( 7 ),切札胜太：小林由美子,"原作 - 松本しげのぶ,监督 - 铃木轮流郎,系列构成 - 田辺茂范,角色设计 - 平冈正幸,美术监督 - わたなべけいと,色彩设计 - 长尾朱美,摄影监督 - 松田范雄,3DCGディレクター - 承山海里,音响监督 - 藤田亜纪子,音乐 - 五十岚""IGAO""淳一,动画制作 - 小学馆ミュージック&デジタル エンタテイメント",《决斗大师 Victory》是由小学馆制作的电视动画作品，于2011年4月2日播放，全52话。作品改编自卡牌游戏作品《决斗大师》。,128052
"['科幻', '热血', '机战']",1996年10月1日,长评,短评 ( 7 ),"御统百合香：桑島法子,天河明人：うえだゆうじ,星野琉璃：南央美,メグミ・レイナード：高野直子,イネス・フレサンジュ：松井菜桜子,スバル・リョーコ：横山智佐,ハルカ・ミナト：岡本麻弥,アオイ・ジュン..","导演： 佐藤竜雄,脚本： 堺三保、川崎ヒロユキ、會川昇、佐藤竜雄、荒川稔久、首藤剛志、あかほりさとる,分镜： 中津環、桜井弘明、志田ただし、大畑清隆、加戸誉夫、川崎逸朗、佐藤竜雄、土蛇我現、中原れい、ふじもとよしたか、羽原信義,演出： 大畑清隆、勝亦祥視、桜井弘明、南康宏、中津環、織田美浩、日下直義、佐藤竜雄、杉島邦久、星合貴彦、羽原信義,音乐： 服部隆之,人物原案： 麻宮騎亜 STUDIO TRON（角川書店『月刊少年エース』連載）,人物设定： 後藤圭二,系列构成： 會川昇,美术监督： 小山俊久,色彩设计： 上谷秀夫,作画监督： 池上太郎、門之園恵美、浜崎賢一、山岡信一、後藤圭二、江上夏樹、前田明寿、平岡正幸、石井明治、羽原信義,机械设定： 中原れい、高倉武史、明貴美加、沙倉拓実、森木靖泰,摄影监督： 杉山幸男、松沢宏明、杉山幸夫,剪辑： 正木直幸,主题歌编曲： 大森俊之,主题歌作曲： 大森俊之,企画： 朝賀定夫（テレビ東京）、大野実（読売広告社）、下地志直 (XEBEC),设定： 堺三保,音响监督： 田中英行（音響制作：オーディオタナカ）,音效： 庄司雅弘,特效： 長..",公元2195年，谜一般的兵器群“木星蜥蜴”突然出现，并以压倒性的战斗力占领了火星的殖民地以及月球的背面。地球的各地均有被称为“郁金香”的母舰降落。与此同时，民间企业ネルガル重工NERGAL完成了实验战舰ND-001ナデシコNadesico的建设。即使是对着木星蜥蜴的兵器，装备在抚子号上的兵器依然具有技术上的优势，包括扭曲力场 (Distortion Field) 防护罩以及重力波炮，使得抚子号成为了当时唯一能与木星蜥蜴抗衡的战舰。在人员的任命上，由于采取了“能力一流，不问性格”的选拔方针，结果使得整艘舰的工作人员都是些有点“特殊性格”的人。...,2507
"['日常', '少女', '治愈']",1988年2月6日,长评,短评 ( 18 ),"五代裕作：二又一成,音无响子：岛本须美,惣一郎：千叶繁,一之濑花枝：青木和代,六本木朱美：三田ゆう子","脚本：望月智充、島田満,导演：望月智充,人物设定：森山雄治,摄影监督：金子仁,原画：窪岡俊之,原作：高橋留美子,美术监督：小倉宏昌,音乐：森英治",贫穷的落榜生五代裕作住在一所名叫“一刻馆”的破旧公寓中复习备考。公寓中还住着长舌的家族主妇一濑太太、奸猾刻薄的神秘人物四谷以及泼辣开放的酒廊小姐朱美，他们日夜胡闹，令五代叫苦不迭。新来的年轻漂亮的管理员音无响子为五代带来了阳光。然而，五代优柔寡断的性格，响子对亡夫的思念再加上情敌和房客们有意无意的破坏，令他们的爱情之路一波三折。《相聚一刻》又译《一刻公寓》，是高桥留美子的青年漫画作品。该作品于1980年在小学馆青年漫画杂志《Big Comic Spirits》创刊号上开始连载，以其真实感人的情感描画，成为1980年代青年漫画...,2506
"['日常', '少女']",1988年10月8日,长评 ( 1 ),短评 ( 14 ),"春日恭介：古谷彻,鲇川圆：鹤弘美,春日真奈美：富泽美智惠,春日久留美：本多知惠子","脚本：寺田憲史,导演：望月智充,人物设定：高田明美,摄影监督：金子仁,原作：まつもと泉,作画监督：後藤真砂子,分镜：望月智充,美术监督：三浦智,音乐：鷺巣詩郎",初中生春日恭介生在一个超能力家族，为了避免不必要的麻烦，春日家相约保守这个秘密，却又因家庭成员一次次破戒而不得不频繁搬家。这一次，他们来到一座新的城市。因一顶飘落的红草帽，恭介邂逅了美丽的长发少女鲇川圆，于是便对这座城市有了好感。及至进入新的学校，恭介才发现鲇川竟是自己的同班同学。鲇川个性独立、刚强，因其不良少女的身份而被同学孤立。和她亲近的只有低年级的小师妹桧山光。偶然机缘，阿光喜欢上了呆头呆脑的恭介，从此以其自居，而恭介似乎更加喜欢鲇川。另一方面，在随后的交往中，鲇川也对恭介有了好感，却因阿光而...,2505
"['日常', '少女']",1989年2月15日,长评 ( 1 ),短评 ( 10 ),"ジンゴロ：緒方賢一,桧山光：鲇川丸子：鶴ひろみ","美术设计：佐藤正浩,原画：鶴巻和哉,原作：まつもと泉,作画监督：摩砂雪",初中生春日恭介生在一个超能力家族，为了避免不必要的麻烦，春日家相约保守这个秘密，却又因家庭成员一次次破戒而不得不频繁搬家。这一次，他们来到一座新的城市。因一顶飘落的红草帽，恭介邂逅了美丽的长发少女鲇川圆，于是便对这座城市有了好感。及至进入新的学校，恭介才发现鲇川竟是自己的同班同学。鲇川个性独立、刚强，因其不良少女的身份而被同学孤立。和她亲近的只有低年级的小师妹桧山光。偶然机缘，阿光喜欢上了呆头呆脑的恭介，从此以其自居，而恭介似乎更加喜欢鲇川。另一方面，在随后的交往中，鲇川也对恭介有了好感，却因阿光而...,2504
[],2018年6月15日,长评,短评 ( 13 ),Steven Yeun / Josh Keaton / Kimberly Brooks / Rhys Darby / Jeremy Shada / Bex Taylor-Klaus / Tyler Labine / A.J. LoCascio / Neil Kaplan / Cree Summer,"导演: Joaquim Dos Santos,编剧: Tim Hedrick / Joshua Hamilton",《新战神金刚：传奇的守护者》是美国梦工厂公司、World Events Productions公司推出，Studio Mir公司制作的一部美国系列网络电视动画。是日本二十世纪福克斯在1980年代推出的《战神金刚》系列动画的重置版本。 本剧所有角色均源自原版《战神金刚》，人物及背景是二维动画绘制，战斗部分运用CGI三维特效技术。,114832
['热血'],1991年8月17日,长评,短评 ( 5 ),"香津美・立吉尔：松井菜樱子,彩弧由贵：冈本麻弥,奇蒂・菲尼尔：鹤弘美,暗云那魅：本多知惠子,蕾比亚・马培力克：高岛雅罗,拉莉・夏安：藤田淑子","脚本：麻宮騎亜,导演：麻宮騎亜、富沢和雄,人物设定：麻宮騎亜,原作：麻宮騎亜,作画监督：梶島正樹,分镜：麻宮騎亜,美术监督：平城徳浩,音乐：和田薫",故事背景在西历2023年，魔法阵都市东京。突然出现的魔物路西法霍克开始袭击人类。人类因此迅速地成立一警察组织与其对抗，称之为对妖魔特殊警察AMP。这个时候，女主角香津美立吉尔听闻母亲过世消息而前往东京…西元2029年，巨大都市—东京面对严重的环境污染。天空不再是蔚蓝， 而是被重污染的密云所掩盖著， 降下的是腐蚀性酸雨。 在如此一个环境底下，东京连续地发生了怪异事件—迷一般的怪物出现， 并且不断地攻击人类， 使得整个社会陷入恐慌以及动荡不安之中。 实际上，这些怪物都是来自异次元世界Lucifer Hawk的妖魔。为了有效处理这些由Luci...,2500
['治愈'],2015年3月31日,长评,短评 ( 15 ),"赤川 ぽこ美:春名 風花,哈巴狗妈妈:里咲芽生","脚本:岩井秀人、高原フヒト、福田裕子、三重野瞳、園田英樹,导演:橋本みつお,原作:ルノアール兄弟,分镜:秋山勝仁、橋本みつお",《交给你了！奇迹猫团》讲述的是以Mmts为主角的10只猫与中川家成员的治愈系喜剧故事。内向少女饲养的小猫Mmts使用从少女去世的父亲那里得到的魔法道具，变身成超人猫解决各种难题。,113432
"['奇幻', '科幻', '日常', '少女']",1988年3月12日,长评 ( 1 ),短评 ( 2 ),"佐仓魔美：横泽启子,高畑和夫：柴本浩行,コンポコ：日比野朱里,佐仓十朗：增冈弘,佐仓菜穂子：榊原良子,阴木：京田尚子,竹长悟：佐佐木望","脚本：富田祐弘,导演：原恵一,原作：藤子・F・不二雄,剪辑：岡安肇,音乐：田中公平,製作：テレビ朝日",《超能力魔美》（エスパー魔美，Esper Mami）是藤子·F·不二雄1977-1983年先后在「マンガくん」和「少年ビッグコミック」上连载的漫画，后被改编为总长120话（119话+特别篇1话）的电视动画，1987-1989年播出，总导演为原惠一。1988年上映动画剧场版。2002年，再被改编为真人版日剧（港译：灵感Super Girl），共12话。,2495
"['治愈', '少儿']",2018年4月8日,长评,短评 ( 27 ),"导演: 草野公紀,脚本: 森山あけみ、千葉美鈴、宍戸義孝、稲本達郎、保坂大輔,分镜: アミノテツロー、 森田宏幸、三沢伸、草野公紀、山下清悟、福井俊介、沓名健一,演出: 福井俊介、 中川雄介、草野公紀、沓名健一,音乐: 近藤研二,人物设定: 鴻巣智、 皆川恵美里,系列构成: 千葉美鈴,剪辑: 伊藤潤一(ジェイフィルム) / グッド・ジョブTOKYO（ビデオ編集）,音响监督: たなかかずや,音响: HALF H・P STUDIO,动画制作: マーザ・アニメーションプラネット,副导演: 沓名健一,3DCG: 林隆祥",0,描述一只黑灰斑纹的小猫跟丢母亲又找不到回家的路，在筋疲力尽之际巧遇一个跌倒的小男孩山田洋平和他的妈妈，小猫从此由男孩一家暂时照顾。因男孩家住在禁止饲养宠物的公寓，一家人还得费尽心机不让邻居发现小猫的存在，只是偏偏一直找不到新的饲主又和小猫日久生情。在经历某些事情之后，小猫也成为了家庭中的一员，最终一家人搬到允许饲养宠物的新公寓展开全新的生活。,112832
"['时泪', '科幻', '架空', '冒险']",1998年4月4日,长评,短评 ( 8 ),"キャナル・ヴォルフィード：林原めぐみ,ミレニアム・フェリア・ノクターン：石村知子,カイン・ブルーリバー：保志総一朗,ニーナ・メルキオーレ：鈴木真仁,レイル・フレイマー：緑川光,カーリー：根谷美智子..","导演：渡部高志,人物设定：義仲翔子、宮田奈保美,原作：神坂一,演出：白石亜由美、渡部高志,分镜：白石亜由美、渡部高志,音乐：手塚理",在远古的时代，宇宙中存在着分别代表光明与黑暗的两个文明，正如光与影永远是相互矛盾的，两个文明也长年处于战争之中，代表黑暗的文明为了取得胜利，就制造了一种高科技的战舰，这种战舰拥有超强的作战能力及穿越时空的能力，而且，还拥有自己的思想。然而，这种战舰却会把驾驶者作为自己的食粮，以此来增强自己的力量。这种黑色的战舰就像魔鬼一样，会把敌人彻底毁灭，但同时也会吞噬驾驶员的生命。而在同一时间，为了对抗敌人的黑色战舰，代表光明的文明也创造了一艘白色战舰与黑色战舰抗衡。后来，两个文明都原因不明地消失了，而那些战舰...,2492
['热血'],1995年4月11日,长评,短评 ( 11 ),0,0,《街头霸王》是日本CAPCOM公司于1987年推出的经典游戏，堪称格斗游戏的始祖。后来又陆续推出《街头霸王2》、《街头霸王ZERO》、《街头霸王3》、《街头霸王4》，同时游戏又被改编成了动画与电影。除此之外还有很多的周边产品.年轻的隆和KEN为了实现变强的理想，追求世界上最强的力量，结伴踏上了环游世界的旅程。二人为了自身的提高而不断的转战，先后邂逅了古烈，春丽，飞龙和刹加等，也通过一次次的切磋与较量使自己逐渐走向强大。并且在一次机缘巧合之下，隆遇见一位中国老人，后得老人传授拥有波动气功的力量，将其演化成“波动拳”。由此，...,2488
"['科幻', '热血']",1975年7月3日,长评,短评 ( 14 ),0,0,21世纪的地球因污染而即将灭亡，急于向宇宙移民的地球人却遭到了悪党星団ワルダスター的攻击。而能与之对抗的只有借助テックセットシステム而诞生的强化超人テッカマン了。,2478
"['科幻', '热血']",1975年10月5日,长评 ( 1 ),短评 ( 10 ),"宙：古谷,美和：吉田理保子","原作： 永井豪・安田達矢とダイナミック企画,播放电视台： NET（現：テレビ朝日）,放送结束： 1976年8月29日,監督： 明比正行（※チーフディレクター名義）,脚本： 山浦弘靖、藤川桂介、安藤豊弘,キャラクターデザイン： 中村一夫（※キャラクター設計名義）,音楽： 渡辺宙明,アニメーション制作： 東映動画,製作： 東映動画、NET、ジャパド",《钢铁杰克》（日语：鋼鉄ジーグ）为一套日本机器人动画，原作是永井豪、安田达矢与Dynamic企画，东映动画制作。1975年10月5日到1976年8月29日在日本NET（朝日电视台）播出，香港于1978年7月1日至8月19日于佳艺电视播出，为其“七月佳视”的重点节目之一。主角为改造人，双拳合打后变身成铁甲人头部，再由指挥机射出身体不同零件合体成为钢铁杰克。可随时分体及装备各式各样的武器，例如磁力电钻及磁力飞马等等。2007年4月5日在WOWOW放送播出续集《钢铁神吉克》，第一集原作者安田达矢有积极参与。,2476
"['科幻', '热血']",1975年10月5日,长评,短评 ( 6 ),"宙：古谷,美和：吉田理保子","原作： 永井豪・安田達矢とダイナミック企画,播放电视台： NET（現：テレビ朝日）,放送结束： 1976年8月29日,監督： 明比正行（※チーフディレクター名義）,脚本： 山浦弘靖、藤川桂介、安藤豊弘,キャラクターデザイン： 中村一夫（※キャラクター設計名義）,音楽： 渡辺宙明,アニメーション制作： 東映動画,製作： 東映動画、NET、ジャパド",《钢铁杰克》（日语：鋼鉄ジーグ）为一套日本机器人动画，原作是永井豪、安田达矢与Dynamic企画，东映动画制作。1975年10月5日到1976年8月29日在日本NET（朝日电视台）播出，香港于1978年7月1日至8月19日于佳艺电视播出，为其“七月佳视”的重点节目之一。主角为改造人，双拳合打后变身成铁甲人头部，再由指挥机射出身体不同零件合体成为钢铁杰克。可随时分体及装备各式各样的武器，例如磁力电钻及磁力飞马等等。2007年4月5日在WOWOW放送播出续集《钢铁神吉克》，第一集原作者安田达矢有积极参与。,2475
"['科幻', '热血']",1976年9月5日,长评,短评 ( 7 ),"北条猛：古川登志夫,花月舞：杉山佳寿子,花月守：内海贤二,小松独：野田圭一","脚本： 星山博之,总作画监督： 湖川友謙,作画监督： 湖川友謙,别名： 阴阳电磁侠,播放电视台： テレビ朝日系列,播放结束： 1977年6月26日,原作： 東映動画プロジェクトチーム,キャラクターデザイン： 小松原一男,音楽： 渡辺宙明（本編） 菊池俊輔（パイロットフィルム）,アニメーション制作： 東映動画,製作： 東映動画、ジャパド、NET→テレビ朝日",沉眠于地底的伊采尔（イザール）星人再度对地球侵略而来！ 由关（花月）博士率领着的无敌（地球システム）研究所，以其所秘密开发的无敌航舰（ゴッドフリーダム）与无敌王（ガ・キーン）开始战开反击！,2473
"['科幻', '热血']",1977年3月3日,长评,短评 ( 3 ),"原画：湖川友謙,作画监督：湖川友謙",0,ガニメデ星の支配者ヘドロン皇帝の指揮するコンギスター軍団は地球に侵攻、95%を占領。地球の主要エネルギー源である原子力を封じるために、原子炉を破壊するオメガミサイルを装備した監視・ミサイル衛星を衛星軌道上に配置した。コンギスター軍団の占領から唯一逃れた日本で、敷島博士は地球を取り戻すために空母キング・ダイヤモンドと超性能戦闘ロボット『メカンダーロボ』を建造し、コンギスター軍団に立ち向かう。,2468
"['科幻', '热血']",1977年7月3日,长评,短评 ( 9 ),"脚本： 星山博之,作画监督： 湖川友謙、谷口守泰,原画： 湖川友謙,别名： 无敌巴拉达,播放电视台： テレビ朝日系列,播放结束： 1978年3月26日,原作： 池原成利、小林檀,監督： 西沢信孝 （※チーフディレクター名義）,キャラクターデザイン： 小松原一男,メカニックデザイン： 辻忠直,音楽： 小森昭宏,アニメーション制作： 東映動画,製作： テレビ朝日、東映動画、ジャパド",0,超人战队barattack动画全集或译《无敌巴拉达》是1977年东映动画制作超级机器人动画。,2465
"['科幻', '热血']",1978年7月27日,长评,短评 ( 5 ),色彩设计：岡嶋国敏,0,"由于将军机械里昂带领的麦捷伦帝国发动侵略全银河战争，以艾比利亚斯为主星的银河联盟在战力上处于劣势。此时每隔950年就会接近艾比利亚斯的彗星魔神之星出现，艾比利亚斯的守护神,大剑豪石像复活成机器人，艾比利亚斯的二王子雷牙和战友克莉奥等人开大剑豪开始反击。",2461
"['少女', '魔法', '少儿', '原创']",2018年7月7日,长评,短评 ( 17 ),"郁金香：花守由美里,丝碧卡：小泽亚李,琳：佐藤聪美,向日葵：内田彩,堇：日高里菜,玫瑰：楠田亚衣奈,花园爱丽丝：岩井映美里","原作：Sanrio·SEGA TOYS,监督：前田地生,系列构成：面出明美,角色设计：山口仁七,动画制作：Studio DEEN,制作：莉露莉露妖精莉露制作委员会",airilu是从“精灵种子”诞生出来的妖精，生活于妖精世界，有着多个不同种族。他们拥有自己与生俱来、专属的魔法钥匙，能够打开妖精之门使出魔法。他们需要带着自己的钥匙，找到属于自己的门，而每当妖精们通过属于自己的门，就会成长。此外，妖精的门是妖精世界与人类世界的连接。,127092
"['时泪', '科幻', '热血']",1978年8月5日,长评,短评 ( 7 ),"森雪：麻上洋子,古代進：富山敬,冲田十三：納谷悟朗,島大介：仲村秀生,佐渡酒造：永井一郎,真田志郎：青野武,アナライザー：緒方賢一,徳川彦左衛門：永井一郎,スターシャ：平井道子","导演：松本零士、舛田利雄,人物设定：湖川友謙,总作画监督：湖川友謙,原画：安彦良和,原作：松本零士,分镜：安彦良和,系列监督：勝間田具治,音乐：宮川泰",西元2191年，地球人类于史上首次与地球外智慧生命体接触，两者之间并引发战端。对方名为“卡米拉斯”。在拥有压倒性军事力量的卡米拉斯攻击下，地球防卫舰队即将溃灭，且由于卡米拉斯冥王星基地发射的游星炸弹对地球不断轰炸，将人类逼进地下都市，大地一片枯竭，大气遭到污染，地下都市中则因能源不足、饥饿、暴动等状况将人类逼入绝境。并且覆盖地表的污染亦往地下都市侵蚀。2198年，地球接收了来自异星人行星“伊斯坎达尔”的“次元波动引擎”技术供应，并开启了恒星间航行用宇宙战舰“大和”号的建造计划。2199年1月，经科学家估计后得出，...,2455
"['萌系', '奇幻', '治愈']",1980年1月8日,长评,短评 ( 27 ),"尼尔斯：小山茉美,尼尔斯父亲：津嘉山正种,尼尔斯母亲：池田昌子","动画：坂本英明,背景：木下和宏,编集：户田莲子",《尼尔斯骑鹅旅行记》讲一个不爱学习、喜欢恶作剧的顽皮孩子尼尔斯，因为一次捉弄了一只精灵，而被精灵用魔法变成了一个跟老鼠差不多大的小人。他骑在他家的大白鹅背上，跟着一群大雁出发作长途旅行。通过这次奇异的旅行，尼尔斯增长了很多见识，结识了许多朋友，也碰到过好几个凶恶阴险的敌人。他在种种困难和危险中受到了锻炼，最后尼尔斯回到了家中，恢复原形，变成了一个好孩子。,2447
"['科幻', '热血']",1984年2月4日,长评,短评 ( 21 ),アジーン：飛田展男,"原作： 矢立肇、富野由悠季,导演： 富野由悠季,脚本： 渡辺麻実、渡辺由自、富田祐弘、大野木寛,分镜： 今川泰宏、関田修、滝沢敏文、杉島邦久、川瀬敏文、井内秀治、湖川友謙,演出： 井内秀治、今川泰宏、関田修、川瀬敏文、杉島邦久,人物设定： 永野護,系列构成： 渡辺由自,作画监督： 湖川友謙、北爪宏幸、大森英敏、谷口守泰,机械设定： 永野護,原画： 窪岡俊之、北爪宏幸、恩田尚之、奥野浩行、麻宮騎亜、もといぎひろあき、寺東克己、湖川友謙,原案： 矢立肇,企画： サンライズ,系列监督： 湖川友謙,音响监督： 藤野貞義,补间动画： 沖浦啓之",重战机L-Gaim是富野由悠季二十世纪八十年代鼎盛时期的机体动画之一，在彭塔科纳星系，L-Gaim的故事跨越众多行星，富野一如既往展现一个严谨复杂的故事情节，主角达巴·麦洛德是一个指挥反波赞达尔武装组织的年轻人。,2443
"['奇幻', '少女', '治愈']",1982年10月7日,长评,短评 ( 29 ),"江藤兰世：原荣里子,真壁俊：水岛裕,神谷曜子：富永美衣奈,江藤铃世：室井深雪,江藤望里：安原义人","脚本：三宅直子,导演：永丘昭典、笹川ひろし,音响监督：藤山房伸,总作画监督：高沢孫一,分镜：遠藤克己,制作：東宝,美术监督：門野真理子,音乐：大谷和夫","父亲是吸血僵尸、母亲是狼女, 少女江藤兰世自己也是一个具有变身能力的魔界人，但是她却爱上人间的男孩真壁俊，而她的追求者却是魔界的王子亚伦，一大串非同寻常的人物设定，于是引发了一场惊动人界、魔界、冥界、妖精界（只在第二部出现）的爱恋喜剧。",2442
"['科幻', '热血']",1982年7月6日,长评,短评 ( 4 ),"盐泽兼人,曽我部和行,徳丸完,麻上洋子,森功至,八奈见乘儿","制作：壶田重三,企画：制作人 - 壶田重夫,原案：构成 - 山本优,音楽：山本正之,总监督：新田义方,人物设定：小松原一男,机械设定：大西博,片头作画：荒木伸吾、姫野美智（荒木プロダクション）,チーフデザイナー： 高岛平,制作担当：今江修司,编集：井上编集,录音：斉藤恒夫,音响效果：佐藤一俊,副制作人：藤家和正,音响监督：本田保则（第1话 - 第18话）、四辻たかお（第19话 - 第39话）,制作业务：中出久美,制作事务：小田すみえ,制作：国际映画社",《银河烈风》讲述的是“J9系列第一作”《银河旋风》600年后所发生的故事。在那新的星海里，人们开始繁衍文明。600年后的28世纪，地球连同35个增殖的行星构成了太阳系管理机构“巴克夫政府”。但是不安于和平的人大有人在，以隆戈星，多鲁萨星等势力为代表，“新行星联合”结成，它们企图推翻巴克夫政府的统治。在这样的混沌状态下，继承了600年前传说侠客“J9”之名的组织“银河烈风队”出现。银河烈风队是宇宙的暴走族，也是特别的警备队。由局长迪克近藤为首领，五名身怀绝技的青年男女集结在一起。就像旧时代的部队“新撰组”那样，烈风队以...,2441
"['科幻', '热血']",1981年10月23日,长评 ( 2 ),短评 ( 12 ),科林·卡西姆：井上和彦,"原作： 星山博之、高橋良輔,导演： 高橋良輔、神田武幸,脚本： 渡辺由自、星山博之、高橋良輔、五武冬史、富田祐弘、吉川惣司,分镜： 今川泰宏、加瀬充子、高橋良輔、滝沢敏文、谷田部勝義、神田武幸、吉川惣司,演出： 高橋良輔、谷田部勝義、神田武幸、安濃高志,音乐： 冬木透,人物设定： 塩山紀生、吉川惣司,美术监督： 中村光毅,作画监督： 谷口守泰、塩山紀生,机械设定： 大河原邦男,原案： 矢立肇,主题歌作词： 高橋良輔,音响监督： 浦上靖夫,补间动画： 沖浦啓之,动画制作： サンライズ",殖民行星戴罗伊亚由于遭受地球联邦的苛酷统治，于是展开各种游击战。但是军部中彻底对抗派和和平派两相对立。事态向意想不到的方向发展......这是部大篇幅摄入政治因素的真实系机器人动画。以实战为背景描绘其中的各个人物是监督高桥良辅的一贯风格。,2439
"['科幻', '热血']",1983年10月21日,长评,短评 ( 2 ),"南波克弘,菊池英博","原作： 神田武幸、星山博之,导演： 神田武幸,脚本： 星山博之,分镜： 滝沢敏文、神田武幸、谷田部勝義、西村純二、やまざきかずお,演出： 谷田部勝義、西村純二,人物设定： 芦田豊雄,作画监督： 湖川友謙、長岡康史、佐久間信一、齊藤格,机械设定： 永野護、大河原邦男、佐藤正浩,原画： 長岡康史、河口俊夫、佐久間信一,背景美术： 小倉工房,原案： 矢立肇、富野由悠季,补间动画： 戸倉紀元,动画制作： サンライズ","“银河漂流バイファム”是已过世的动画导演神田武幸最大的代表作。 说起神田武幸， 国内同好的印象也许不太清晰。 但是若是提到他的遗作：钢弹08小队， 相信大家马上就有印象。 他的一部作品“机甲猎兵メロウリンク”, 是“装甲骑兵”的系列作品。 这部“银河漂流バイファム”在播送当时的收视率不佳， 以至于许多拨放的电视台， 不是更改时间就是停止播送， 算是一部有著悲惨过去的作品。 然而， 由于这部作品的内容品质甚高， 终致造成日本中小学生集体署名请愿的活动（有上过报）, 进而促成了后续作品的制作。",2437
"['科幻', '热血']",1983年10月3日,长评,短评 ( 4 ),0,0,西元2050年，地球遭受到不明外星生命‘天蟹人（インビット）’入侵，在军力有着极度差距的情况下，人类只能不得已抛弃故土，转向火星殖民地迁移。西元2080年，距当时遭受进犯的30年后，火星基地（マルスベース）为了要收复家园，组织了攻击军策划发动作战，岂料依旧全军覆没凄惨败退。西元2083年，再隔前次作战的3年后，有鉴于新兵器的成功开发完成，再次展开了第2次夺回作战。参与作战的第21机甲中队航天飞机，在进入大气层之际受到伏击而爆炸，唯独担任护卫的贝家华（スティック·バーナード）中尉幸免，并带着一道前往敌人大本营的命令迫降。...,2434
[],2010年12月23日,长评,短评 ( 17 ),"円堂守：竹内顺子,豪炎寺修也：野岛裕史,鬼道有人：吉野裕行,風丸一郎太：西墙由香,壁山塀吾郎：田野恵","企画 / 总监修 / 故事原案：日野晃博,原作：レベルファイブ,监督：宮尾佳和,协力监督：秋山勝仁,脚本：冨岡淳広 / 樋口達人 / 大野木寛 / 山田健一 / 稲荷明比古 / 福島幸典,必杀技原案：寺岡尚史,角色设计原案：長野拓造,角色设计：池田裕治 / 井ノ上ユウ子 / 本田隆 / をがわいちろを,总作画监督：佐藤和巳 / 佐藤陵 / 池田裕治 / 井ノ上ユウ子,美术设计：宮尾佳和 / 村松聖 / 田中俊成 / 石本剛啓,美术监督：金村勝義,美术监督辅佐：永井桂介,色彩设计：大槻浩司,摄影监督：吉田光伸,动画制作：OLM",是系列作中的第一个剧场版动画并且同时上映2D电影和3D电影。可以和NDS游戏‘闪电十一人3 挑战世界!! 王牙版’连动、就连游戏中的原创角色也会登场。另外81 Produce一般公开新人声优选秀会而获得小学馆奖的加藤梓等4名也客串演出。作为入场者限定特典是放有公仔的圆堂御守来作为全国前一百万名观众的礼物。宣传词为“这次的敌人从未来来了!我们一定要守护现在!!”。,95312
