title,episodes,mark,score,is_finish,follows,coins,likes,danmus,views(million),views,area,count,season_id,long_com,short_com,production,乙女,偶像,催泪,冒险,剧情,动作,动画,励志,历史,原创,喜剧,声控,奇幻,小说改,少儿,少女,恋爱,恐怖,惊悚,战斗,推理,搞笑,无,日常,时泪,智斗,机战,架空,校园,歌舞,治愈,泡面,游戏改,漫画改,热血,爱情,特摄,社团,神魔,科幻,穿越,美食,职场,萌系,萝莉,运动,音乐,魔法,year,month,day,season
精灵宝可梦 剧场版13：幻影的霸者索罗亚克,1,会员专享,8.8,1,57032,873,2067,6794,0.88,882385,日本,188,5745,0,37,XEBEC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,7,10,3
虹色DAYS OAD,1,免费,8.8,1,62168,713,1442,1583,0.47,469746,日本,164,5709,0,40,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9,23,3
当女孩遇到熊 SP,2,免费,8.8,1,48708,836,822,2887,0.42,418929,日本,272,5485,0,72,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,24,2
捉迷藏,1,免费,8.8,1,64410,1399,2341,6073,1.98,1977943,日本,295,5097,1,95,YAMATOWORKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,3,6,1
棒球伙伴,11,免费,8.8,1,63662,2444,1318,28199,1.15,1148100,日本,320,5059,5,126,ZERO-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,7,15,3
Active Raid -机动强袭室第八课-,12,免费,8.8,1,28983,843,2274,6648,0.42,421103,日本,209,5054,2,67,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,1,7,1
Regalia 三圣星,13,免费,8.8,1,372594,14960,12445,121608,5.25,5248035,日本,696,5041,7,232,Actas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,7,3
名侦探柯南 绀碧之棺,1,会员专享,8.8,1,160955,12024,26168,61561,6.14,6136154,日本,1874,4787,6,334,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,4,21,2
元素猎人,39,独家,8.8,1,62662,2688,4341,1756,0.78,776635,日本,127,4693,1,45,无,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,4,3
新网球王子 OVA,7,会员专享,8.8,1,52382,2368,5429,23230,2.84,2844217,日本,241,4546,0,54,Production I.G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,4,20,2
奥特银河格斗 命运的冲突（中配）,10,会员专享,8.8,1,8837,1679,7196,3352,2.79,2785471,日本,119,42532,0,37,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,4,29,2
刀剑神域 Extra Edition,1,会员专享,8.8,1,653632,53688,38234,211709,16.8,16798298,日本,5182,4239,2,999,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,12,31,4
特利迦奥特曼 泽塔篇（中配）,1,会员专享,8.8,1,9893,1092,4557,2247,1.43,1432494,日本,290,42120,1,93,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,3,18,1
如果她的旗帜被折断了,13,免费,8.8,1,911421,46201,72421,620335,12.57,12567055,日本,4521,4201,38,1558,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,6,2
少女前线,12,会员专享,8.8,1,982761,48428,174760,54890,6.36,6358786,日本,2626,40246,14,959,旭Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,1,8,1
鲁邦三世：血之刻印 永远的Mermaid,1,免费,8.8,1,29713,1365,3611,4797,0.63,629281,日本,171,3953,0,38,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,12,2,4
开挂药师的奇幻世界悠闲生活,12,会员专享,8.8,1,942778,52141,253758,146166,15.72,15718734,日本,6501,38954,19,2127,EMT Squared,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,7,7,3
理科生坠入情网，故尝试证明。 中配版,12,独家,8.8,1,262716,13954,120607,32102,8.41,8409965,日本,1143,38878,6,314,ZERO-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,7,15,3
泰迦奥特曼,26,会员专享,8.8,1,687851,10266,65926,55311,10,10003034,日本,2939,38422,30,997,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2019,7,6,3
赛罗奥特曼 英雄传（中配）,25,会员专享,8.8,1,625965,4065,17455,8016,4.51,4511153,日本,360,38409,1,77,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2017,1,7,1
圣女魔力无所不能,12,会员专享,8.8,1,1433291,129414,474331,299083,35.18,35179329,日本,13051,38236,68,3589,diomedéa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,4,7,2
小猪佩奇 第四季 英文版,26,免费,8.8,1,36864,3605,15283,5871,8,7997771,英国,140,37598,0,33,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,5,23,2
小猪佩奇 第二季 英文版,52,免费,8.8,1,58325,7257,30814,14640,13.99,13987028,英国,239,37596,1,67,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,9,4,3
黑色残骸,26,免费,8.8,1,244643,14748,5090,186602,9.35,9346081,日本,791,3551,5,288,P.A.WORKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,4,7,2
番剧茶会,20,独家,8.8,0,371992,38993,85802,44499,6.04,6041306,中国大陆,1652,3540,1,517,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,7,2
宇宙航海王 ABYSS OF HYPERSPACE -亚空的深渊-：剧场版,1,独家,8.8,1,31868,986,3245,1823,0.91,910714,日本,192,3536,0,39,SATELIGHT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,22,1
加速世界 OVA2 加速的顶点,1,免费,8.8,1,84712,3374,2327,36024,1.69,1690060,日本,433,3488,1,87,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,31,1
加速世界 OVA1 银翼的觉醒,1,免费,8.8,1,102722,3104,2347,43273,1.72,1720219,日本,427,3487,3,86,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,13,3
心灵侦探八云,13,免费,8.8,1,294701,4554,2947,83856,3.07,3072646,日本,618,3484,3,183,BeeTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,10,3,4
兔龟 女高网球部外传,12,独家,8.8,1,47668,1471,1381,5020,0.79,788905,日本,132,3457,0,36,millepensee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,12,2
鬼斩,12,独家,8.8,1,406923,8249,22536,48711,10.02,10019577,日本,467,3454,1,158,小丑社,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,7,2
突击莉莉 BOUQUET,12,独家,8.8,1,878633,72053,228814,160536,14.04,14040763,日本,8506,34413,46,2984,SHAFT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,10,2,4
生日乐园,1,会员专享,8.8,1,47291,1076,6407,1780,0.28,283356,日本,276,34023,0,104,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,26,2
百慕大三角~多彩田园曲~,12,会员专享,8.8,1,57550,1098,5663,1513,0.45,449675,日本,192,33329,3,59,Seven Arcs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,1,12,1
柯鲁布克罗/ Coluboccoro,1,独家,8.8,1,25979,884,3897,800,0.29,285967,日本,287,33166,1,117,KENJI STUDIO,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3,14,1
背骑少女,12,免费,8.8,1,16192,325,469,4086,0.19,186967,日本,106,3278,2,25,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,1,11,1
青之六号,4,免费,8.8,1,41221,422,524,2436,0.29,287115,日本,169,3274,1,50,无,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998,10,25,4
石膏男孩,12,独家,8.8,1,284949,17109,13082,205549,7.55,7553646,日本,695,3100,3,221,LIDENFILM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,8,1
绯弹的亚里亚,12,独家,8.8,1,1433461,78122,66727,1708335,29.52,29517454,日本,5473,2993,22,1397,J.C.STAFF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,4,14,2
猎龙飞船,12,独家,8.8,1,217339,13166,41168,29359,3.79,3785913,日本,5197,29359,61,1555,BONES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,1,9,1
偶像梦幻祭,25,会员专享,8.8,1,418402,49256,158645,327651,15.39,15391260,日本,3942,27997,24,1282,david production,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,7,7,3
古城荆棘王,1,免费,8.8,1,92707,3412,7490,4428,0.44,440113,日本,690,27812,6,206,Sunrise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,5,1,2
终结的炽天使 名古屋决战篇,12,免费,8.8,1,2443733,241755,402410,2301100,109.47,109471567,日本,12376,2760,61,3108,WIT STUDIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,10,4
revisions,12,独家,8.8,1,740913,29919,26013,114829,11.95,11949185,日本,10372,26286,233,4326,白组,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,1,10,1
新天线宝宝,60,免费,8.8,1,26388,4462,9754,6601,8.4,8404739,美国,202,26183,0,73,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11,9,4
偶像大师 SideM Mini,12,独家,8.8,1,71339,1912,10688,1015,0.62,615409,日本,249,25623,0,82,ZERO-G,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,10,9,4
魔偶马戏团,36,出品,8.8,1,552309,59485,85979,138003,19.09,19089341,日本,6227,25615,55,2202,studio VOLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10,10,4
美男高校地球防卫部 HAPPY KISS！,12,会员专享,8.8,1,70857,1689,5611,14254,0.61,611657,日本,480,23866,8,226,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4,9,2
信长之枪,13,免费,8.8,1,24741,547,477,45631,1.28,1282964,日本,151,223,2,53,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,1,5,1
弹珠警察,50,免费,8.8,1,56475,1434,1747,7304,1.04,1039295,日本,253,2221,0,88,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1999,2,7,1
刀使巫女,24,独家,8.8,1,760467,43668,66243,247691,16.4,16401248,日本,6947,21750,103,2757,Studio五组,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,5,1
pop子和pipi美的日常,16,独家,8.8,1,2177890,189739,428893,1116863,67.22,67224438,日本,45528,21719,200,17830,神风动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,7,1
梦幻妖子,24,免费,8.8,1,62188,924,3841,10733,1.48,1482175,日本,184,2152,1,59,Studio Pierrot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,4,20,2
Fate/EXTRA Last Encore,13,独家,8.8,1,3092918,169872,174214,890715,52.7,52695434,日本,41268,21464,451,16499,SHAFT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,28,1
双恋,13,免费,8.8,1,133908,3085,6456,39000,1.32,1322113,日本,432,1937,3,141,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,10,6,4
机巧魔神,13,免费,8.8,1,152888,2708,5721,17670,1.63,1634541,日本,505,1765,0,152,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,4,2,2
罪恶王冠 SP,11,免费,8.8,1,378459,8439,12435,13454,9.03,9034114,日本,1075,1589,3,249,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,10,13,4
永不消失的彩虹,12,免费,8.8,1,88038,941,798,10659,0.9,903784,日本,255,1423,0,104,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,10,23,4
逮捕令 第二季,26,免费,8.8,1,24870,700,795,15384,0.61,614644,日本,225,1341,1,54,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,4,7,2
新勇者莱汀,26,免费,8.8,1,35407,534,760,6922,0.59,586330,日本,114,1323,1,35,Production I.G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,3,3,1
破天荒游戏,10,免费,8.8,1,30723,558,800,6211,0.34,344189,日本,183,1266,0,67,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1,4,1
仰望天空的少女瞳中的世界,9,免费,8.8,1,55417,656,893,5637,0.33,332298,日本,271,1117,1,98,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,1,13,1
迷宫塔 ～乌鲁克之盾～,13,免费,8.8,1,50731,1185,1118,25868,0.9,903493,日本,269,1100,1,78,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2008,4,4,2
STARRY☆SKY,26,免费,8.7,1,105475,713,1517,5208,0.95,950844,日本,165,954,2,52,无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,12,23,4
幕末Rock,12,免费,8.7,1,43888,2417,839,10758,0.33,329545,日本,166,9,0,50,无,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,7,2,3
神样DOLLS,13,免费,8.7,1,28498,615,486,10669,0.34,339537,日本,238,898,2,74,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,7,5,3
怪物弹珠 第二季 后篇,13,免费,8.7,1,22595,762,1940,2359,0.59,589133,日本,118,6500,3,46,无,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,7,4
花牌情缘,25,免费,8.7,1,437532,11852,9785,236805,6.25,6252700,日本,3223,616,23,882,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,10,4,4
笑面推销员NEW,12,免费,8.7,1,339390,17648,32583,178806,7.94,7936470,日本,1829,5951,27,537,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,4,3,2
漫研部～Surgical Friends～,12,免费,8.7,1,37856,1016,923,1670,0.72,717859,日本,142,5868,0,42,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,3,1
精灵宝可梦 剧场版16：神速的盖诺赛克特 超梦觉醒,1,会员专享,8.7,1,66530,1654,3237,17362,1.32,1315002,日本,237,5744,0,52,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,13,3
神装少女小缠,12,免费,8.7,1,357501,17295,23665,120832,7.65,7653285,日本,967,5552,4,315,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,10,4,4
魂狩,13,免费,8.7,1,30196,309,404,2443,0.32,316536,日本,101,5213,1,38,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,4,4,2
东之伊甸II -Paradise Lost,2,免费,8.7,1,20296,719,667,6551,0.29,294124,日本,242,5106,0,43,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3,13,1
加速世界 Infinite Burst,1,会员专享,8.7,1,287944,14397,6752,133087,4.71,4709751,日本,1217,5076,6,302,Sunrise,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,23,3
屁屁吾郎,13,独家,8.7,1,156168,6016,7193,94919,6.68,6679630,日本,636,5066,0,222,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,3,3
KY系JC小空气,4,免费,8.7,1,11570,79,24,1279,0.14,137280,日本,123,506,0,52,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,8,5,3
OZMAFIA!!,12,独家,8.7,1,297104,4164,16808,31670,5.35,5348216,日本,286,5039,1,116,Creators in Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,7,6,3
Rewrite,13,独家,8.7,1,1701533,121145,69374,1130628,40.93,40927370,日本,4754,5020,35,1453,8bit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,7,3,3
年老的鳄鱼,1,免费,8.7,1,19716,411,544,1040,0.15,150258,日本,119,4900,0,48,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,8,5,3
超能力少女兰,26,独家,8.7,1,71734,1074,6381,4080,0.93,925523,日本,170,4799,0,56,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,6,21,2
祝福的钟声,12,免费,8.7,1,172542,3442,9345,11843,1.4,1402747,日本,356,4642,1,107,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,7,2,3
新网球王子,13,会员专享,8.7,1,102867,4367,11935,63445,5.21,5208938,日本,543,4625,0,140,Production I.G,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,1,4,1
