title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,tags,pub_date,long_com,short_com,production,cv,intro
狼少女与黑王子,13,会员专享,8.7,1,424585,378276,25166,65816,110024,6651544,日本,2768,1,"['漫画改', '少女', '恋爱', '校园']",2014-10-05,18,981,TYO Animations,"佐田恭也：樱井孝宏,筱原绘里香：伊藤加奈惠,三田亚由美：茅野爱衣,日比谷健：细谷佳正,神谷望：松冈祯丞,日下部忧：村濑步,立花麻琳：伊濑茉莉也,手冢爱姬：小松未可子,木村良人：岛崎信长,佐田怜香：中原麻衣,佐田瞳：久川绫",筱原绘里香是个爱面子的高中一年级女生。虽然她老是很得意说些跟男友很恩爱的话题，但其实这16年来她都没有男朋友……。就在谎言快要被戳破的某天，绘里香偷拍了在街头看到的美型男。把这照片当成是自己的男友介绍给朋友时，没想到这个男孩居然是和自己同校的佐田同学！而且在他冷酷的外表下，居然有着一颗令人无法想像的黑心！被抓住弱点的绘里香，还被当成佐田的“狗”！？
RPG不动产,12,独家,8.7,1,515511,515511,44111,189942,65203,8424752,日本,3647,1,"['漫画改', '奇幻', '日常', '萌系']",2022-04-06,26,1143,动画工房,"风色琴音：井上穗乃花,珐珐：木野日菜,露芙利尔：川井田夏海,拉琪拉：石见舞菜香",自魔王被击败，世界恢复和平后，已经过去了15年。风色琴音为了寻找新居，来到“RPG不动产”，但其实那里正是琴音的工作单位！她的同事有活泼而调皮的珐珐，对工作要求很高的修士露芙利尔，虽然外表可爱但实则非常强悍的战士拉琪拉。琴音和她们三人齐心协力，友好又快乐地解决那些来寻找新家的古怪顾客所提出的难题，为他们提供新的住所。寻找重要房源的事情就请交给“RPG不动产”吧！不管是在水里，云上，还是任何地方，我们都一定会为你找到你所中意的好房源。异世界工作奇幻剧，开幕！
见面5秒开始战斗,12,独家,8.7,1,1861609,1861609,154302,618685,281848,49255773,日本,17471,1,"['漫画改', '智斗', '奇幻']",2021-07-13,64,5247,"Synergy SP,Vega Entertainment","白柳启：村濑步,天翔优利：爱美,魅音：新谷真弓,雾崎圆：中井和哉,熊切真：中村悠一,多多良林檎：岛袋美由利,杨：鬼头明里",事情开始在一个与平常并无区别的早晨。最喜欢游戏和金平糖的高中生白柳启，因为一名自称魅音的神秘少女而突然被卷入战场之中。对着被聚集此处的人们，魅音如此说道「各位的户籍已经不存在了」「你们将成为实验的观测器」还有「你们已经被赋予了能力」启决定要利用获得的能力不断赢得游戏，最终击溃这个组织。用谁都不可能猜到的能力，以及极其稀少的“脑”能力作为武器，新时代的头脑派能力战斗开始！
蔚蓝反射 澪,24,会员专享,8.7,1,402543,402543,25958,161289,32195,4945777,日本,2703,1,"['游戏改', '校园', '战斗', '奇幻']",2021-04-10,27,1108,J.C.STAFF,"平原阳樱莉：石见舞菜香,羽成瑠夏：千菅春香,田边百：高仓有加,白桦都：大和田仁美","这是闪闪发光的「思绪」之间互相联系的故事——喜悦,悲伤,愤怒——。人类的七情六欲谁都拥有，然而无法被肉眼观测。这种力量有时甚至可以改变世界。一直乐观向上乐于助人的平原阳樱莉和不知道如何与人相处,有点笨拙的羽成瑠夏。这两位可以说是完全相反的少女之间的相遇，会给她们自己,以及这个世界带来怎样的变化呢——。新的世界即将开始——。"
SHUFFLE! MEMORIES,11,免费,8.7,1,365073,59423,983,3410,3007,760531,日本,184,1,['无'],2007-01-07,0,39,无,"芙蓉枫:後藤邑子,麻弓百里香:井上美紀",SHUFFLE第二季如果要说，根本无法说的上是第二季，只能称得上是第一季的总结，总共12话，1－11话内容完全重复，分别介绍了每个女主角的经历。第12话是番外篇，也是真正实意上的OVA了。
双星之阴阳师,50,会员专享,8.7,1,2135273,2135272,287885,180642,3188016,105392717,日本,7890,1,"['热血', '奇幻', '战斗', '冒险']",2016-04-06,41,2395,Studio Pierrot,"焔魔堂辗轤：花江夏树,化野红绪：潘惠美,石镜悠斗：村瀬歩,天若清弦：诹访部顺一,音海茧良：芹泽优,黄粉：福山润,椥辻亮悟：前野智昭,土御门有马：浪川大辅,斑鸠士门：石川界人","曾是最强最年少的阴阳师,以祓除所有污秽为目标的少年焰魔堂辘轤，自经历被称为”雏月之悲剧“的污秽屠杀事件之後，决心放弃阴阳师身份来度过漫无目标的人生……但某天宿舍搬来一位名门阴阳师少女化野红绪，以最强为目标的她丝毫看不起毫无干劲的辘轤，造成两人间水火不容。只是根据总会所占卜的结果，显示了两人就是千百年来所有阴阳师们所等待的”双星之阴阳师“，他们将会产下”神子“终结这千百年来的人魔之争…"
泰坦尼亚,26,独家,8.7,1,30660,30660,4028,1608,1911,239837,日本,121,1,"['科幻', '智斗', '历史']",2008-10-09,1,41,无,"禇士朗·铁达尼亚：岸尾大介,方修利：小西克幸,亚历亚伯特·铁达尼亚：近藤隆,伊德里斯·铁达尼亚：吉野裕行,哲力胥·铁达尼亚：武虎,莉蒂亚：名冢佳织",人類在廣大的宇宙中建立了許多星際國家，其名稱為「星間都市聯盟」，但大部分都被泰坦尼亞家族實質控制。星曆446年，宇宙都市國家耶伍里亞意外地擊退了泰坦尼亞的侵犯，因而引發了反對泰坦尼亞霸權的運動；再加上泰坦尼亞家族本身的內鬨，銀河進入了激動的大時代。
天狼 Sirius the Jaeger,12,会员专享,8.7,1,1197897,1197897,77864,82768,308718,15536749,日本,14055,1,"['战斗', '原创', '架空', '冒险']",2018-07-12,157,5206,P.A.WORKS,"尤里：上村祐翔,米海尔：樱井孝宏,乌伊拉德：堀内贤雄,朵洛西亚：森奈奈子,菲利普：小林裕介,法隆：武内骏辅,伊庭秀臣：间岛淳司,直江凉子：高桥李依,昭元：田所阳向,艾佛库拉福：津田健次郎,克什纳：子安武人,阿加莎：大原沙耶香,克勒尔维恩：飞田展男",昭和初期，帝都·东京府。怀抱乐器盒的奇妙团体，降临在东京车站。他们，是为了狩猎吸血鬼们而来的“猎人”——其中有一位格外沉静，散发出非同寻常气氛的青年。身为狼人和人类的混血儿，被吸血鬼摧毁了故乡的那个男人，名为尤里。围绕着名为“天狼之匣”的圣柜，与吸血鬼展开死战的尤里等人。他们在战斗的最后得知的真相会是……？悠远的恩怨和策谋的螺旋相交错。至极的悬疑动作剧，于此开幕！
Caligula 卡里古拉,12,独家,8.7,1,903450,903450,39507,45067,196251,14883754,日本,7869,1,"['战斗', '游戏改', '科幻']",2018-04-08,114,2990,SATELIGHT,"式岛律：泽城千春,μ：上田丽奈,佐竹笙悟：武内骏辅,峯沢维弦：梅原裕一郎,巴鼓太郎：细谷佳正,柏叶琴乃：村川梨衣,守田鸣子：小泽亚李,筱原美笛：高桥李依,神乐铃奈：田中美海,水口茉莉绘：渕上舞,亚里亚：下田麻美,卡基P：苍井翔太,苏特P：新田惠海,少年多尔：花守由美里,米莉：中村绘里子,池P：齐藤壮马,夏德乌奈夫：内田雄马,宋：大坪由佳","“毁坏理想，回归现实——”响彻城市的美妙歌声。如同被拥有绝大人气的偶像“μ”所守护着一般，平稳的日常在城市中流逝。式岛律，是宫比市立吉志舞高中的一年级生。运动,学习,受到朋友的关照，在青春的正当中过着充实的高中生活。时间流逝，到了升入二年级的开学典礼。作为新生代表登上讲台的少年，是本来不可能身在那里的人物——"
献给某飞行员的恋歌,13,会员专享,8.7,1,189938,147679,1322,8652,2378,599637,日本,635,1,"['科幻', '少女', '小说改', '架空']",2014-01-06,8,192,TMS Entertainment,"艾黎儿·阿巴斯：竹达彩奈,克莉亚·库鲁斯：悠木碧,卡路儿·阿巴斯：花江夏树,沃夫冈·鲍曼：丹沢晃之,奈奈子·花琦：南条爱乃,莎朗·摩科丝：早见沙织,千春·得·路西亚：田野アサミ,光男·福原：浜添伸","因为6年前的革命而失去一切的原皇子卡鲁艾露，和自己喜欢的少女克雷亚一起前往空中的岛屿ISURA。然而他却不知道克雷亚的真实身份竟是被称为""革命的旗印""的少女——也是自己的杀父仇人尼娜。他们在途中遇到了来自天空一族的袭击，危急关头，神圣雷姆瓦王国向他们伸出了援助之手……"
攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,10,免费,8.7,1,1115999,142875,4351,4434,24486,3204622,日本,454,1,"['科幻', '热血', '智斗']",2015-04-05,3,92,Production I.G,"草薙素子：坂本真绫,荒卷大辅：塾一久,巴特：松田健一郎,陀古萨：新垣樽助,石川：咲野俊介,檀臣幸,斋藤：中国卓郎,帕兹：上田耀司,波玛：中井和哉,罗吉库玛：泽城美雪",电视动画《攻壳机动队ARISE ALTERNATIVE ARCHITECTURE》是剧场版《攻壳机动队ARISE》的TV再编集，除了剧场版全4话的内容之外，还将增加2话全新的章节，而新作的内容也与2015年上映的《攻壳机动队 新剧场版》内容有所关联。
亚尔斯兰战记,25,免费,8.7,1,639463,430151,26531,13303,795014,23794680,日本,1894,1,"['热血', '智斗', '战斗', '架空']",2015-04-05,9,453,LIDENFILM,"亚尔斯兰：小林裕介,达龙：细谷佳正,那尔撒斯：浪川大辅,耶拉姆：花江夏树,奇夫：KENN,法兰吉丝：坂本真绫",强盛的帕尔斯王国位居大陆东西交通要冲，以华丽的文化和繁盛而自豪，其王都叶克巴达那更是繁荣。但在帕尔斯历320年，蛮族鲁西达尼亚从西方入侵帕尔斯。本来不费吹灰之力便可获胜的帕尔斯，却因为一名万骑长的叛变在亚特罗帕提尼平原会战中惨败。大陆强国在一日之间陷入亡国的边缘，败走的国王安德拉寇拉斯在逃亡时被一名戴着银假面的骑士所捕。第一次出征的王太子亚尔斯兰在忠臣达龙的协助下死里逃生，到巴休尔山找寻不被国王重用的“宫廷画家”那尔撒斯。王太子亚尔斯兰在一智一勇的二人，以及其他投奔麾下的忠臣辅助下，踏上了艰苦的复国之路……
魔法少女奈叶ViVid,12,会员专享,8.7,1,608552,155772,9229,7292,124522,6309744,日本,514,1,"['萌系', '热血', '魔法']",2015-04-03,5,105,无,"高町薇薇欧：水桥香织,艾茵哈特·斯崔特斯：能登麻美子,莉奥：喜多村英梨,珂罗娜：福圆美里,高町奈叶：田村由香里,菲特·T·哈洛温：水树奈奈",《魔法少女奈叶ViVid》以奈叶收养的女孩薇薇欧为主人公，讲述了“JS事件”之后，刚进入魔法学校初等科的她在掌握了魔法基本知识后，收到了奈叶和菲特赠送的专用法器“神圣之心”；而另一边，自称为“霸王”的神秘人物英格瓦尔特，正准备掀起一股新的波澜……
少年好莱坞,13,限时免费,8.7,1,30705,28886,473,4946,1613,410735,日本,122,1,"['小说改', '搞笑', '偶像']",2014-07-05,1,43,ZEXCS,"风见飒：逢坂良太,甘木生马：柿原彻也,佐伯希星：山下大辉,富井大树：苍井翔太,舞山春：小野贤章,社长：浪川大辅,敕使河原恭一：新田将司,风原乱：浅沼晋太郎,广泽大地：保志总一朗",故事发生在小说15年后的世界。在原宿的“好莱坞东京”剧场进行着演艺活动的偶像团体“少年好莱坞”，他们逐梦和成长蜕变的故事即将开始…
机神咆吼,12,免费,8.7,1,122268,122268,2154,6790,4797,1072884,日本,206,1,"['科幻', '架空']",2006-05-18,0,71,无,"艾尔·阿吉芙/艾尔·阿基夫/艾露·亚吉夫：神田理江,Etheldreda：神田理江,艾尔莎：佐藤美佳子,霸道琉璃：",在一个魔术理论与科学共同繁荣进步的世界中，因魔导技术而发达繁荣到极点的大都市ArkhamCity正面临着恐怖的犯罪组织「Black Lodge」的强大威胁。由身为绝世无双大魔术师的最凶最恶魔人Master Terion所领导的「Black Lodge」，正准备依照自己的欲望进行各种破坏与混乱，并透过最深邃的魔术之力召唤出最强的魔导机器人「鬼械神」。而为了对抗「Black Lodge」的野心，ArkhamCity的守护者「霸道财阀」制作了一款预备与之对抗，并结合了各种魔术理论的精华而成的最强机器人「Demonbane」。但由于「Demonbane」的激活上还欠缺一本力之魔导书，因此「...
HEROMAN,26,免费,8.7,1,51147,40288,629,1715,10173,530648,日本,178,1,"['科幻', '热血', '冒险']",2010-04-01,1,64,无,"乔伊：小松未可子,HEROMAN：竹内良太,莉娜：小幡真裕,赛：木村良平,丹顿：チョー,ゴゴール：石冢运升,维拉：进藤尚美,乌鲁：保村真",在美国西海岸某城市中生活的少年乔伊，过着不怎么丰富但是和平且无聊的日常生活。在一个雷雨的夜里，乔伊的家里被雷直击了，几天前在垃圾桶里捡到的旧的机器人玩具变得巨大化，有了不可思议的力量。乔伊因为小时候憧憬的英雄在现实里实现而兴奋不已，并且给这个机器人取名为HEROMAN。但是，这只是一切的开始。乔伊和HEROMAN不得不面对从遥远的宇宙那一边来到的可怕袭击者，并且投身于和他们的战斗之中···
驯兽师被逐出队伍后邂逅最强少女,3,会员抢先,8.6,0,306996,306993,6812,42006,12932,3546130,日本,394,1,"['小说改', '奇幻']",2022-10-02,8,142,EMT Squared,"雷因：千叶翔也,奏：和气杏未,塔妮娅：大久保瑠美,索拉：田中美海,露娜：指出毬亚,妮娜：高野麻里佳,史黛拉：高桥李依",「雷因，你被开除了。」驯兽师雷因与勇者一起为了讨伐魔王而战。但是某天，勇者小队的伙伴却骂他是废物，并且开除了他。想过上自由生活的雷因选择做一名冒险者，而在资格测试的途中，他遇见了快要遭到魔物袭击的少女奏。为了掩护奏逃跑，雷因挺身而出，却未料奏仅用一击就打倒了魔物。原来奏是个猫灵族的少女，而猫灵族是拥有超常力量的「最强种族」之一！奏被雷因的优秀才能吸引，问道：「要不要，驾驭我试试看？」雷因与最强猫耳少女订下了契约，以冒险者身份开始了全新的人生。然而，开除雷因的勇者一行人，以及其他「最强种族」察觉到了这份力量——
