title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,tags,pub_date,long_com,short_com,production,cv,intro
记录的地平线,25,免费,9.7,1,2025709,1383322,84387,120044,1056367,37687173,日本,11129,1,"['奇幻', '智斗', '架空', '穿越']",2013-10-05,32,2654,SATELIGHT,"城惠：寺岛拓笃,直继：前野智昭,晓：加藤英美里,艾札克：日野聪,威廉·马萨诸塞：中村悠一,克拉斯提：樱井孝宏,喵太：中田让治,实莉：田村奈央,冬弥：山下大辉",某天，老牌网游《elder·tail》突然发生异常，约三万名日本用户被囚禁在了游戏中。游戏龄8年的大学生城惠也被卷入了异世界中，被迫不断与怪物战斗。被不安驱使的玩家充斥街头，大和地区最大的都市“秋叶原”就这样失去了秩序。如同孤高的狼一般自负的城惠与自己的老朋友·直继，美少女刺客·晓一起创立了公会“记录的地平线”。不擅交往的内向年轻人与他的伙伴们，一起踏上了从废墟丘耶园开始改变世界的旅程……
变形金刚大电影,2,免费,9.7,1,37933,37933,4715,7281,24916,1426413,美国,708,1,"['热血', '机战', '战斗', '时泪']",1986-06-06,2,196,无,0,2005年，霸天虎占领了塞博特恩，汽车人在塞博特恩卫星建立秘密基地准备反击。霸天虎突袭地球上的汽车人城，大批汽车人战士阵亡，擎天柱从卫星赶回与威震天决斗，两败俱伤。后擎天柱伤重不治，将充满力量的领导模块传与通天晓，通天晓接任汽车人新领袖。威震天在撤退途中被红蜘蛛遗弃，在宇宙中遭遇宇宙大帝，被改造成为惊破天。惊破天消灭了夺权的红蜘蛛，追击汽车人，并打散了通天晓，夺取了能源宝，以此威慑宇宙大帝臣服。宇宙大帝开始进攻塞伯坦，霸天虎被迫迎战，汽车人团结各方力量，前往塞伯坦参与反击宇宙大帝的战争。汽车人热破与惊破...
星合之空,12,独家,9.7,1,475851,475851,63857,49912,132227,8809543,日本,13602,1,"['原创', '运动', '校园']",2019-10-11,111,5413,8bit,"桂木真己：花江夏树,新城柊真：畠中祐,雨野树：松冈祯丞,布津凛太朗：佐藤元,曽我翅：丰永利行,竹之内晋吾：佐藤圭辅,月之濑直央：小林裕介,石上太洋：天崎滉平,飞鸟悠汰：山谷祥生,御杖夏南子：峰田茉优,高田希唯：松田飒水,雨野奈美惠：夏川椎菜,春日绢代：坂本真绫,村上拓人：古川慎,樱井隆幸：樱井孝宏,室生樱：甲斐田裕子,新城凉真：松风雅也,柊真之母：柚木凉香,桂木绫：名冢佳织,京终健二：中井和哉",以即将废部的男子中学软式网球部为舞台，讲述了抱着各自想法的少年们讴歌青春的故事。
这个勇者明明超强却过分慎重,12,会员专享,9.7,1,5134532,5134532,826343,739083,1551681,173592685,日本,134661,1,"['小说改', '穿越', '奇幻', '战斗']",2019-10-02,181,39892,WHITE FOX,"龙宫院圣哉：梅原裕一郎,莉丝妲黛：丰崎爱生,马修：河西健吾,艾鲁鲁：古贺葵,阿丽雅朵亚：山村响",废柴女神莉丝塔要拯救超难模式的世界，虽然成功召唤出能力值超高的勇者——圣哉，但没想到他却谨慎得过分……「我要三副盔甲，一副拿来装备，一副备用，以及备用找不到时的备用。」不仅囤积异常的库存，还自主训练到满等为止，谨慎到连打史莱姆都全力以赴！如此谨慎的勇者和被他耍得团团转的女神，即将展开冒险旅程！
翼·年代记 春雷记,2,免费,9.7,1,784072,120769,2793,3965,13906,1159717,日本,885,1,"['热血', '奇幻', '架空', '穿越']",2009-03-17,9,221,Production I.G,"小狼：小樱：牧野由依,“小狼”：入野自由,飛王・リード：摩可那：菊地美香,封真：岸祐二,天照：笠原弘子,四月一日君寻：福山潤",从色雷斯国找到了自己的过去的法伊，一行人在黑钢牺牲了一只手臂的情况下，仍然没有躲过飞王的陷井，来到了“日本国”。在日本国，小狼为了小樱的羽毛和星史郎起了激烈的冲突。就在这场激烈的战斗中，小狼被羽毛引导着来到了“梦之世界”，在这里等待着小狼的是—另一个小狼？！无法避开的战斗的最终将迎来什么样的冲击性的真实？！……
动物狂想曲 / BEASTARS,12,独家,9.7,1,4214875,3516804,469571,413648,1151598,85622211,日本,85786,1,"['漫画改', '奇幻', '恋爱', '校园']",2019-10-10,356,25080,无,"雷格西（大灰狼）♂：小林亲弘,春（迷你兔）♀：千本木彩花,路易（红鹿）♂：小野友树,茱诺（大灰狼）♀：种崎敦美,杰克(拉布拉多猎犬)♂：榎木淳弥,米古诺(斑鬣狗)♂：内田雄马,可洛(英国牧羊犬)♂：大塚刚央,达拉姆（郊狼）♂：小林直人,波司（耳廓狐）♂：下妻由幸,凯伊（獴）♂：冈本信彦,沙努（鹈鹕）♂：落合福嗣,比尔（孟加拉虎）♂：虎岛贵明,艾鲁丝（安哥拉羊）♀：渡部纱弓,多姆（孔雀）♂：室元气,基比（食蚁兽）♂：井口佑一,席拉（豹）♀：原优子,青叶（白头海雕）♂：兼政郁人,艾莲（斑马）♀：大内茜,瑞知（小丑兔）♀：山村响",肉食兽和草食兽共存的世界。在食肉被视为重罪的情况下 ，全寄宿制的名门高中·却里顿学园发生了学生被吞噬的“食杀事件”。在充斥着不安的校园里，戏剧部的怪人·灰狼雷格西过着与其“庞大身躯”和“锐利尖牙”相反的安静生活。但是和小巧的兔子的女学生·春的相遇，打动了雷格西的心。“我追求她的心情，是恋爱？还是食欲？”他真正遇到的东西，是他自己的本能——
翼·年代记 东京默示录,3,免费,9.7,1,784072,146060,3574,5158,22191,1649420,日本,1162,1,"['热血', '奇幻', '架空', '穿越']",2007-11-16,6,307,Production I.G,"法伊：黒鋼：稲田徹,“小狼”：入野自由,小狼：小樱：飛王・リード：中田和宏,ラーグ：菊地美香,摩可那：菊地美香",樱一行人在法伊的魔法帮助下来到一个新的国度——东京，这里一片荒凉废墟，经常下酸雨，人们为了水而争战，这个地区只有两个地方有水，一个是都厅，一个是东京铁塔，双方对立。一行人和神威一方在一起，樱陷入沉睡中，灵魂和躯体分开，到了都厅的水下的羽毛织成的茧中，听到了同样在茧中的昴流对她的呼唤；“快醒醒，再不醒就来不及了，你最重要的人就要离你而去了”
米老鼠的黑白动画片生涯,20,免费,9.7,1,107489,107489,6345,13207,22814,2486981,美国,877,1,['时泪'],1928-11-18,0,277,无,0,华特•迪斯尼宝藏: 米老鼠的黑白动画片生涯，本合集收录了从1928年~1935年米老鼠所有早期黑白动画作品。1928年【汽船威利】（Steamboat Willie）被製作成有声卡通，本片成为影史上第一部有声卡通影片，【汽船威利】的成功使得华特迪士尼声名大噪，后来华特迪士尼还因为创造出米奇老鼠而获得奥斯卡金像奖的特别荣誉奖呢。在1935年的【米奇音乐会】（The Band Concert）中米奇首度以彩色面貌与大家见面！
命运之夜——天之杯II ：迷失之蝶,1,独家,9.7,1,6110270,4238917,140589,164437,397996,24256242,日本,17362,2,"['剧情', '奇幻', '动画']",2019-07-12,62,3707,ufotable,"卫宫士郎：杉山纪彰,间桐樱：下屋则子,阿尔托莉雅·潘德拉贡：川澄绫子,间桐慎二：神谷浩史,远坂凛：植田佳奈,藤村大河：伊藤美纪,言峰绮礼：中田让治,间桐脏砚：津嘉山正种,美缀绫子：水泽史绘,柳洞一成：真殿光昭,卫宫切嗣：小山力也,库·丘林：神奈延年,吉尔伽美什：关智一,美杜莎：浅川悠,佐佐木小次郎：三木真一郎,美狄亚：田中敦子,卫宫：诹访部顺一,葛木宗一郎：寺杣昌纪,伊莉雅斯菲尔·冯·爱因兹贝伦：门胁舞以,哈桑·萨巴赫：稻田彻","本片改编自TYPE-MOON出品的文字冒险类游戏《Fate/stay night》，是该游戏最终路线“HF线”动画剧场版全三部作品中的第二章。通过女主角间桐樱的视角，讲述了御主和英灵为了得到可以实现一切愿望的圣杯而相互厮杀的一场战争。时隔10年在冬木市爆发的这场“圣杯战争”中，因被称为“圣杯战争”御三家之一的间桐家的当家·间桐脏砚的参战而变得更畸形,扭曲和恶化。作为御主参战的卫宫士郎也在战斗中负伤还失去了英灵Saber，尽管如此士郎为了守护间桐樱，并没有从战斗中引身退出。而担心士郎身体的樱，自己也无法逃离魔法师的宿命……"
彗星公主,43,免费,9.7,1,18890,18885,429,636,7551,467436,日本,126,1,"['萌系', '奇幻', '治愈']",2001-04-01,1,44,无,"彗星：前田亜季,流星：本多知恵子,藤吉景太朗：山野井仁,藤吉沙也加：冨永みーな,藤吉剛：間宮くるみ,藤吉寧々：松岡由貴,風岡幸治郎：品川徹,風岡留子：香椎くに子,プラネット王子：石川静",在三角星云世界里，三个星国联合举办了舞会，手鼓星国的王子被安排在舞会中选择自己未来的另一半，在彗星公主与流星公主两人之间择一当新娘。但王子决定逃离这一切到地球流浪，两位公主便带着她们各自的宠物，追随王子到地球。彗星及她的宠物小波波到达地球后，对环境并不熟识，幸好交到了藤吉刚和藤吉宁宁做朋友，只有四岁的两人是计算机高手，经常帮助彗星公主。另一方面，流星以及她的宠物默克（毛毛）也在地球寻找王子。在地球上，她们将会学到很多道理，并且慢慢地成长……
阳光中的青时雨,4,免费,9.7,1,224072,224072,6751,6287,15066,1397813,日本,1250,1,"['治愈', '恋爱', '校园']",2013-11-09,4,423,Colorido,"阳向：伊波杏樹,时雨：早見沙織",性格内向的小学四年级男生阳向，默默喜欢着班上的人气女孩时雨。两人拥有着共同的爱好——喂养学校的小鸟。在一次偶然中，阳向和时雨开始有了接触，两人渐渐拉近了彼此间的距离。对未来发展充满希望的阳向在心中描绘着与时雨共处的美妙情景，然而天有不测风云，不久后对方要转校的消息传来，悲伤的阳向变得无精打采，却迟迟无法开口倾诉自己的感情。到了时雨即将离开的这一天，阳向终于打破了心中鸟笼的桎梏，下定决心奔跑起来。“我想说的是——我喜欢你，时雨同学！”阳光中的青时雨，与心中幻想的那只天鹅一同飞翔的阳向，能否将自己的心意...
甘城光辉游乐园,14,免费,9.7,1,3023875,3002639,402848,376969,1526343,49886549,日本,31299,1,"['日常', '奇幻', '励志', '职场']",2014-10-06,78,8398,京都动画,"可儿江西也：内山昂辉,千斗五十铃：加隈亚衣,拉媞珐·芙尔兰札：藤井雪代,缪丝：相坂优歌,席尔菲：黑泽朋世,珂玻莉：三上枝织,莎罗曼：津田美波,松松饼：川澄绫子,马卡龙：白石凉子,堤拉米：野中蓝,三角仔：福山润,亚谢：三上枝织",被谜之转校生——千斗五十铃强迫而接受游乐园约会的可儿江西也，不知何故被拉到的地方，却是一个充满了破旧游乐设施的日本第一的遗憾游乐园——甘城辉煌游乐园。这座游乐园建立于泡沫经济全盛期，近年假日来客人数不超过3000人，同时也是臭名远播的最糟约会地点代名词，现在最大的问题是，三个月内来客人数如不满25万人就得关闭。被引荐给了游乐园的管理者，“真正的”公主——拉媞珐的西也，不知为何突然被托付了重建这个陷入闭园危机的游乐园的重任。原来，这里不是游乐园——？！
少女☆歌剧Revue Starlight -The LIVE- #2 Transition,1,独家,9.7,1,833838,67855,6005,6505,7831,748131,日本,1373,1,"['奇幻', '战斗', '校园', '音乐']",2019-07-18,2,415,无,"爱城华恋：小山百代,神乐光：三森铃子,天堂真矢：富田麻帆,星见纯那：佐藤日向,露崎真昼：岩田阳葵,大场奈奈：小泉萌香,西条克洛迪娜：相羽爱奈,石动双叶：生田辉,花柳香子：伊藤彩沙,八云响子：小林由佳,刘小春：七木奏音,南风凉：佃井皆美,穗波冰雨：门山叶子,走驼纱羽：椎名碧流,长颈鹿：津田健次郎","第100回圣翔祭。圣翔音乐学园99期学生——华恋,光,真矢,纯那,真昼,奈奈,克洛迪娜,双叶,香子，九人共演的《Starlight》舞台剧受到了观众们的称赞。一周后，还沉浸在舞台剧所带来的感动中的她们；因为《Starlight》公演结束而感到些许失落的她们；为了明年第101回圣翔祭开始努力练习的她们；过着充实而忙碌的日子。正逢此时，圣翔音乐学园和青岚综合艺术院的交流项目展开了。谁也无法料到的是，残酷的选拔再次开始……"
机动战士高达 THE ORIGIN IV：命运的前夜,1,免费,9.7,1,264824,104530,3992,7580,18437,1315658,日本,866,1,"['机战', '科幻', '漫画改']",2016-12-09,0,120,Sunrise,"夏亚·阿兹那布尔（卡斯巴尔·雷姆·戴肯）：池田秀一,拉拉·逊：早见沙织,迪金·索德·扎比：浦山迅,基连·扎比：银河万丈,多兹鲁·扎比：三宅健太,基西莉亚·扎比：渡边明乃,卡尔马·扎比：柿原彻也,兰巴·拉尔：喜山茂雄,盖亚：一条和矢,奥尔迪加：松田健一郎,马修：土屋トシヒデ,约翰·伊布拉印·雷比尔：中博史,阿姆罗·雷：古谷彻,芙劳·波：福圆美里,提姆·雷：阪口侯一",在「破晓起义」后前往地球的夏亚，在那与拥有不可思议力量的少女──拉拉．逊相遇。另一方面，致力推动RX-78开发计划的阿姆罗父亲──提姆･雷，得到吉翁方面MS开发计划的核心人物──米诺夫斯基博士逃亡的消息，因而动身前往月球。在月球表面上的微光区域，展开人类史上首次的MS死斗战。时间来到宇宙世纪0079年——。距离地球最远的宇宙都市SIDE 3，以吉翁公国之名向地球联邦政府挑起独立战争。这场战争导致人类的总人口数一半死去，动乱的时代正要开始——。
流汗吧！健身少女,12,免费,9.7,1,1768770,1768768,188406,210418,560743,45002250,日本,20033,1,"['漫画改', '日常', '运动']",2019-07-03,29,5659,动画工房,"纱仓响：ファイルーズあい,奏流院朱美：雨宫天,上原彩也香：石上静香,吉娜·波特：东山奈央,立花里美：堀江由衣,街雄鸣造：石川界人","“响……你又胖了吧？”朋友毫不留情的一句话，刺入爱吃的女高中生·纱仓响心中。她想着暑假之前绝对要瘦下来而决定减肥，却陷入一个人无法好好持续运动的窘境。为此而苦恼的响，前往的地方是健身房！她在入会的健身房与同级生,气质十足的美少女学生会长·奏流院朱美相遇，自此踏入了深奥而愉快的肌肉锻炼的世界……。"
玉响～毕业写真～,4,免费,9.7,1,171129,45965,3775,1601,9446,1176149,日本,357,1,"['校园', '日常', '治愈']",2015-05-08,7,114,无,"冈崎乃理惠：井口裕香,樱田麻音：儀武ゆう子,塙薰：阿澄佳奈,泽渡枫：竹達彩奈,中山：佐藤利奈,八色ちも：松来未祐,大师：中田譲治,枫的祖母：松尾佳子,泽渡珠惠：緒方恵美","泽渡枫是个有些内向的喜欢摄影的女孩子。她使用父亲遗留下来的照相机拍摄的照片，让见到它们的人感到幸福，连结起人们的心灵。枫在高中入学时搬到有着与父亲之间的回忆的濑户内海小镇·竹原，并在那里与儿时好友塙薰重逢了，还结交了冈崎乃理惠,樱田麻音这些新朋友。四个人一同度过了高中一年级和二年级的时光，并在种种经历和邂逅当中一步一步地成长着。"
酷妹当家,51,免费,9.7,1,83091,83091,4150,16248,27366,1567799,日本,439,1,['漫画改'],1996-10-05,1,177,无,"二宫贵子：雪野五月,二宫真纪子：高田由美,二宫太郎：宫本充",描述一名沉默但却受大家欢迎的天才少女琪琪与周遭的亲友们日常生活中所生的种种骚动的疯狂喜剧。
机动战士高达 THE ORIGIN II：悲哀的阿尔黛西亚,1,免费,9.7,1,264824,92059,4338,7011,14475,1003301,日本,837,1,"['机战', '科幻', '漫画改']",2015-11-26,2,136,Sunrise,"卡斯巴尔·雷姆·戴肯：池田秀一,阿尔黛西亚·索姆·戴肯：潘惠美,迪金·索德·扎比：浦山迅,基连·扎比：银河万丈,多兹鲁·扎比：三宅健太,卡尔马·扎比：柿原彻也,迪金·索德·扎比：浦山迅,基西莉亚·扎比：渡边明乃,兰巴·拉尔：喜山茂雄,克劳蕾·哈蒙：泽城美雪,亚丝特莱雅·托亚·戴肯：恒松步,金巴·拉尔：茶风林,夏亚·阿兹那布尔：池田秀一,提亚波罗·玛斯：卷岛康一,米莱·八洲：藤村步","宇宙世纪0071年。脱离SIDE 3，慕佐自治共和国后3年。吉翁‧兹姆‧戴肯的遗孤卡斯巴尔跟阿尔黛西亚兄妹，与金巴‧拉尔一起逃往地球，并寄住在提亚波罗‧玛斯家中，与爱德华,雪拉过着平稳的日子。而一直追踪他们的扎比家的魔手，悄悄地再次逼近…。此时，SIDE 3将国名更改为吉翁自治共和国。扎比家不但掌握实权，整个支配体制也日渐巩固，更开始着手开发对抗地球联邦军的最新兵器－机动工兵。"
终物语,12,独家,9.7,1,1364601,1125699,61764,42218,293191,19032596,日本,5146,1,"['奇幻', '小说改']",2015-10-03,26,1322,SHAFT,"忍野忍：坂本真綾,阿良良木历：神谷浩史,老仓育：井上麻里奈,忍野扇：水桥香织,战场原黑仪：斎藤千和,卧烟伊豆湖：雪野五月,初代怪异杀手：小山力也,神谷浩史,神原骏河：泽城美雪",高三的十月下旬，神原骏河向高中三年级的阿良良木历介绍了一位转校生——忍野扇。放学后，忍野扇说起了一些奇怪的事情。她曾转学过很多次，并将每一次到过的校舍都画成地图。他发现三楼的视听室被拉长，也许有隐藏的房间。扇和历发现了隐藏的房间，进去后里面有停止的时钟和推不动的门窗，一切就像停止了一样…这是解开阿良良木历构成之谜的物语，也是知晓一切起点的物语。
女神异闻录4,26,会员专享,9.7,1,357002,356584,13148,18289,234775,6749089,日本,2344,1,"['热血', '奇幻', '校园', '战斗']",2011-10-06,21,700,无,"鸣上悠：浪川大輔,花村阳介：森久保祥太郎,库玛：山口勝平,里中千枝：堀江由衣,天城雪子：小清水亚美,巽完二：関智一,白钟直斗：朴璐美,久慈川理世：釘宮理恵,堂岛辽太郎：石塚運昇", 《女神异闻录4》是ATLUS于2008年7月10日发售的PlayStation 2游戏，女神异闻录系列的第四季。主题颜色为“黄色” 。在一个乡间小镇中发生了奇怪的连续杀人事件，主角为了解决事件，亦为了自己的未来，开始展开战斗。前作采用手枪型召唤器唤醒Persona，而本作则放弃手枪召唤器，而是击碎画有自己Persona的卡召唤Persona。发售前有传闻眼镜是Persona的召唤器，但实际是在电视世界中，只要带上眼镜就可以看清楚充满浓雾的环境。 本作荣获日本游戏大赏 2009和Fami通アワード 2008的优秀赏，皆为得奖名单中唯一一款PS2游戏。 本作于2011年动...
萤火之森,1,免费,9.7,1,1372979,1372979,130316,185272,164098,9424390,日本,13181,1,"['漫画改', '神魔', '催泪', '恋爱']",2011-09-11,30,3458,无,"竹川萤：佐仓绫音,银：内山昂辉","6岁的少女竹川萤，在暑假回到乡下爷爷家的路上，在住满山神,妖怪的“山神之森”迷了路。这时，一名戴着面具的少年银，答应把萤带出森林。银是一位半人半妖的少年，若他一触碰到人类便会消失，所以萤不能触碰到银。之后，在每一年的夏天，萤都会回到乡下，希望与银重聚，年复一年，变得亭亭玉立的萤与银之间也产生了相恋的感觉，可是他们连相互触碰也做不到。"
CAROLE & TUESDAY,24,独家,9.7,1,2365072,2365072,572523,300003,1058824,67768481,日本,103701,1,"['原创', '科幻', '音乐', '励志']",2019-04-10,287,37670,BONES,"卡罗尔（Carole）：岛袋美由利,特丝黛（Tuesday）：市之濑加那,安琪拉（Angela）：上坂堇,塔奥（Tao）：神谷浩史,罗迪（Roddy）：入野自由,厄特根（Ertegun）：宫野真守",距离人类移居到新的基地火星已经过了50年。这个时代中大多数的文化均由AI创造，人类只需要享受即可。有一位少女，生活在首都阿尔巴市，在工作之余的空闲时间里想努力成为一名音乐家，但她总感觉缺少些什么，她的名字叫Carole。有一位女孩，出生在赫舍尔市的富裕家庭，她的梦想是成为一名音乐家，但是周围却没有人能够理解她，她觉得自己是全世界最孤独的人，她的名字是Tuesday。一个机遇使得两人相遇。她们希望歌唱，她们希望放声。如果是两个人一起的话，她们觉得就能做到。她们也许只会掀起微小波澜，但这微小的波澜却可能会化作巨浪...
川柳少女,12,独家,9.7,1,1671574,1671575,183672,182033,392222,27778136,日本,19041,1,"['漫画改', '恋爱', '校园', '日常']",2019-04-06,28,6652,CONNECT,"雪白七七子：花泽香菜,毒岛英二：畠中祐,片桐天音：矢作纱友里,大月琴：逢田梨香子,矢工部木乃：久野美咲,花买太凤：上坂堇",将想要说的话以“五七五的川柳”来表达的女孩子·雪白七七子，与外表可怕但内心善良的文艺社学生·毒岛英二。由短短17个音节而编织成的两人的日常，无论何时都充满幸福！
男子高中生的日常 SP,6,免费,9.7,1,3211425,326672,19537,30756,37189,10448400,日本,3462,1,"['搞笑', '校园', '日常']",2012-04-03,1,730,Sunrise,"忠邦：入野自由,秀则：杉田智和,吉武：鈴村健一,光雄：岡本信彦,吉竹姊：小清水亚美,奈古さん：皆川純子,文学少女：日笠陽子",男子高校生と理想（1巻特典映像）男子高校生と孤独（2巻特典映像）男子高校生とチャック（3巻特典映像）男子高校生とひっかけ（4巻特典映像）男子高校生としゃっくり（5巻特典映像）男子高校生と気遣い（6巻特典映像）
钻石王牌 act II 前半,25,独家,9.7,1,411032,180335,51078,63139,200274,18209160,日本,4547,1,"['漫画改', '校园', '运动', '社团']",2019-04-02,22,1212,MADHOUSE,"泽村荣纯：逢坂良太,御幸一也：樱井孝宏,降谷晓：岛崎信长,小凑春市：花江夏树,仓持洋一：浅沼晋太郎",国中时期最后的大赛，率领因为学校整合关系面临废校的赤成中学参赛，却在第一回战中投出暴投，而输掉比赛的投手泽村荣纯，本来决定要与国中时期的朋友一同考入故乡的高中，却被东京的棒球名校青道高中挖角，并在那里遇见了天才捕手御幸一也，就此改变了他的人生…
水果篮子 (2019),25,会员专享,9.7,1,1489943,1105803,114836,133421,303765,23429805,日本,10683,1,"['漫画改', '奇幻', '校园', '恋爱']",2019-04-06,50,3180,TMS Entertainment,"本田透：石见舞菜香,草摩由希：岛崎信长,草摩夹：内田雄马,草摩紫吴：中村悠一,草摩乐罗：钉宫理惠,草摩红叶：潘惠美,草摩泼春：古川慎,草摩羽鸟：兴津和幸,草摩绫女：樱井孝宏,草摩慊人：坂本真绫,鱼谷卯绪：种崎敦美,花岛咲：佐藤聪美,本田今日子：泽城美雪","高中生本田透在失去了自己唯一亲人的母亲之后过起了独自一人的帐篷生活。但是，透安扎帐篷的地方刚好就是历史渊源的家族“草摩家”的领地之内！在草摩紫吴的邀请下成为了草摩家佣人的透，居然要与学校里王子般存在的草摩由希,以及视由希为眼中钉的草摩夹这两人一起生活。然而，透却仍未知晓。“草摩家”自从数百年前起就被忌讳的诅咒所束缚的事实……"
鲁邦三世：次元大介的墓标,1,免费,9.7,1,986818,48536,4561,8138,3855,1087214,日本,743,1,['漫画改'],2014-06-21,0,188,无,"鲁邦三世： 栗田贯一,次元大介：小林清志,峰不二子：泽城美雪,钱形幸一：广濑彰勇",长期分裂的东西多罗瓦两国关系紧张之际，东多罗瓦籍的世界著名歌手马卢达女王在西多罗瓦举办演唱会之际遭到暗杀。两国处于战争一触即发的危险状态。而当时担任马卢达的保镖的次元大介在一个星期后被枪射伤，而枪手竟是同一个人......
次元发电机,67,独家,9.7,0,293639,293639,82460,222012,50904,16302189,日本,1664,1,['声控'],2018-05-26,1,379,无,"Vol.1：小林裕介,Vol.2：梶裕贵,Vol.3：安济知佳,Vol.4：原由实,Vol.5：水树奈奈,Special：秦岚,Vol.6：岸尾大辅,Vol.7：堀江由衣,Vol.8：上坂堇,Vol.9：小仓唯,Vol.10：Angela,Vol.11：高桥洋子,Vol.12：i☆Ris,Vol.13：西川贵教,Vol.14：费洛☆蒙,Vol.15：宫野真守,Vol.16：花泽香菜,Vol.17：西沢幸奏,Vol.18：小山百代,Vol.19：下屋则子&杉山纪彰,Vol.20：相叶裕树,Vol.21：梶浦由记,Vol.22：前岛亜美,Vol.23：泽野弘之,Vol.24：Pile,Vol.25：FLOW,Vol.26：大坪由佳,Vol.27：井上正大,Vol.28：东山奈央,Vol.29：Roselia,Vol.30：伊藤美来,Vol.31：Celeina Ann,Vol.32：Sphere,Vol.33：苍井翔太,Vol.34：LisAni主编 马岛亮,Vol.35：KOTOKO,Vol.36：野口衣织,Vol.37：Machico",捕捉到一只野生的声优！不如我们……聊聊天吧！
君主·埃尔梅罗二世事件簿 魔眼收集列车 Grace note,13,独家,9.7,1,2447606,2447606,287457,242438,598080,53691764,日本,42186,1,"['小说改', '奇幻', '魔法', '冒险']",2019-07-07,81,11677,TROYCA,"君主·埃尔梅罗二世：浪川大辅,格蕾：上田丽奈,亚德：小野大辅,莱妮丝·埃尔梅罗·阿奇佐尔缇：水濑祈,弗拉特·艾斯卡尔德斯：松冈祯丞,斯芬·古拉雪特：山下诚一郎,考列斯·弗尔维吉：小林裕介","在「Fate/Zero」中，与征服王伊斯坎达尔一同跨越了第四次圣杯战争的少年，韦伯·维尔维特。时光流转，少年继承了君主·埃尔梅罗的称号，以君主·埃尔梅罗Ⅱ世的身份，在魔术师们的总部·时钟塔面临了各种充满神秘的事件——。进一步拓展了至今为止充满神秘感的TYPE-MOON世界的基础——「魔术世界」的舞台。那个神秘与幻想,魔术与谜题交错的故事即将开演。"
不吉波普不笑,18,独家,9.7,1,1376113,1376113,149934,127755,267538,24600424,日本,23078,1,"['小说改', '奇幻', '校园', '声控']",2019-01-01,120,7735,MADHOUSE,"不吉波普 / 宫下藤花：悠木碧,雾间凪：大西沙织,末真和子：近藤玲奈,竹田启司：小林千晃,新刻敬：下地紫野,纸木城直子：诹访彩花,早乙女正美：榎木淳弥,田中志郎：市川苍,百合原美奈子：竹达彩奈,echoes：宫田幸季,谷口正树：八代拓,织机绮：市之濑加那,飞鸟井仁：细谷佳正,安能慎二郎：长谷川芳明,衣川琴绘：阿澄佳奈,spookieE：上田燿司,水乃星透子：花泽香菜",少女宫下藤花，当她察觉到“世界之敌”的时候便会诞生出另一个名为“不吉波普”的人格。围绕着各种奇怪的事件，少年与少女们的故事慢慢展开了——
同居人是猫,12,独家,9.7,1,1134723,1134723,133731,123821,236811,26198082,日本,13477,1,"['治愈', '漫画改', '萌系']",2019-01-10,47,4742,ZERO-G,"朏素晴：小野贤章,小阳：山崎遥,河濑笃：下野纮,矢坂大翔：堀江瞬,押守奈奈：安济知佳,押守优伍：中岛良树,小八：村濑步,小六：津田健次郎",不擅长跟人接触，怕生的小说家·朏素晴与被人抛弃，过着残酷的流浪生活的猫。由于偶然的契机下一个人和一只猫开始了同居生活……？以人的视角和猫的视角来描绘每天的生活，各自的思绪互相交织在一起。故事以“温暖人心”为话题。随着琐碎时光的积累，我们成为了“家人”——两者找到了幸福的同居生活。
KEMURIKUSA,12,独家,9.7,1,568494,568494,44245,36934,84975,7980575,日本,12763,1,"['原创', '战斗']",2019-01-09,103,5380,YAOYOROZU,"凛：小松未可子,律：清都亚理沙,丽奈：鹫见友美（Jiena）",以在被红雾笼罩，废弃建造物包围的没有人烟的世界为背景，姐妹三人生存下去的故事。故事以盘发的凛，猫耳温柔姐姐律，身穿女仆装天真浪漫的开心果丽奈为中心人物。在这个谜题甚多的世界中，姐妹们的目标到底是...
小马宝莉 友谊的魔力 第八季（中配）,26,免费,9.7,1,940907,160600,16875,88072,229878,24582177,美国,1190,1,"['少女', '魔法']",2018-03-24,1,347,无,"Twilight Sparkle：Tara Strong,Rainbow Dash：Ashleigh Ball,Apple Jack：Ashleigh Ball,Rarity：Tabitha St..","动画讲述了一只名叫做暮光闪闪/紫悦（Twilight Sparkle）的独角兽，要执行她导师塞拉斯缇娅公主/宇宙公主（Princess Celestia）的任务，在小马镇/小马谷（Ponyville）学习关于友谊的知识。她与另外五只小马，苹果杰克/苹果嘉儿（Applejack）,瑞瑞/珍奇（Rarity）,云宝黛西/云宝（Rainbow Dash）,小蝶/柔柔（Fluttershy）与萍琪/碧琪（Pinkie Pie），成为最要好的朋友。每只小马都分别代表了友谊的6个元素：诚实，慷慨，忠心，善良，欢笑，魔法，并在谐率水晶/和谐之元（Elements of Harmony）中，各自扮演着属于自己的重要角色。在动画中，..."
